Name,Year,Genre,Platform,Publisher,Global_Sales
Guitar Hero: On Tour,2008.0,Misc,DS,Activision,3.48
Assassin's Creed: Unity,2014.0,Action,XOne,Ubisoft,3.46
Far Cry 3,2012.0,Shooter,PS3,Ubisoft,3.45
Monster Hunter 4,2013.0,Role-Playing,3DS,Capcom,3.44
Borderlands,2009.0,Shooter,X360,Take-Two Interactive,3.44
Tekken 4,2002.0,Fighting,PS2,Namco Bandai Games,3.44
Battlefield 4,2013.0,Shooter,PS4,Electronic Arts,3.43
LittleBigPlanet 2,2011.0,Platform,PS3,Sony Computer Entertainment,3.42
Grand Theft Auto 2,1998.0,Action,PS,Take-Two Interactive,3.42
Final Fantasy III,1994.0,Role-Playing,SNES,SquareSoft,3.42
Spider-Man 2,2004.0,Action,PS2,Activision,3.41
F-1 Race,1990.0,Racing,GB,Nintendo,3.41
FIFA Soccer 2003,2002.0,Sports,PS2,Electronic Arts,3.4
Crash Bash,2000.0,Misc,PS,Sony Computer Entertainment,3.39
LEGO Batman: The Videogame,2008.0,Action,X360,Warner Bros. Interactive Entertainment,3.38
Metal Gear Solid V: The Phantom Pain,2015.0,Action,PS4,Konami Digital Entertainment,3.38
The Legend of Zelda: Spirit Tracks,2009.0,Action,DS,Nintendo,3.38
WWF War Zone,1998.0,Fighting,PS,Acclaim Entertainment,3.36
The Legend of Zelda: Majora's Mask,2000.0,Action,N64,Nintendo,3.36
Professor Layton and the Unwound Future,2008.0,Puzzle,DS,Nintendo,3.36
Rugrats: Search For Reptar,1998.0,Adventure,PS,THQ,3.34
Assassin's Creed IV: Black Flag,2013.0,Action,X360,Ubisoft,3.34
English Training: Have Fun Improving Your Skills!,2006.0,Misc,DS,Nintendo,3.33
James Bond 007: Nightfire,2002.0,Shooter,PS2,Electronic Arts,3.33
Ratchet & Clank,2002.0,Platform,PS2,Sony Computer Entertainment,3.33
Mario Party 9,2012.0,Misc,Wii,Nintendo,3.32
Star Wars Episode III: Revenge of the Sith,2005.0,Action,PS2,LucasArts,3.32
Max Payne,2001.0,Shooter,PS2,Take-Two Interactive,3.31
The Lord of the Rings: The Return of the King,2003.0,Action,PS2,Electronic Arts,3.28
Assassin's Creed Syndicate,2015.0,Action,PS4,Ubisoft,3.28
Destiny,2014.0,Shooter,XOne,Activision,3.28
True Crime: Streets of LA,2003.0,Action,PS2,Activision,3.27
Wii Music,2008.0,Misc,Wii,Nintendo,3.27
Gran Turismo (PSP),2009.0,Racing,PSP,Sony Computer Entertainment,3.27
Monster Hunter X,2015.0,Action,3DS,Capcom,3.26
Tekken,1995.0,Fighting,PS,Sony Computer Entertainment,3.24
FIFA 16,2015.0,Sports,XOne,Electronic Arts,3.23
L.A. Noire,2011.0,Adventure,PS3,Take-Two Interactive,3.23
Madden NFL 16,2015.0,Sports,PS4,Electronic Arts,3.22
Yokai Watch 2 Ganso/Honke,2014.0,Role-Playing,3DS,Nintendo,3.22
007: Tomorrow Never Dies,1999.0,Shooter,PS,Electronic Arts,3.21
Baseball,1983.0,Sports,NES,Nintendo,3.2
Killer Instinct,1995.0,Fighting,SNES,Nintendo,3.2
WWF SmackDown! 2: Know Your Role,2000.0,Fighting,PS,THQ,3.2
Crisis Core: Final Fantasy VII,2007.0,Role-Playing,PSP,Square Enix,3.19
God of War: Chains of Olympus,2008.0,Action,PSP,Sony Computer Entertainment,3.19
Dragon Quest VI: Maboroshi no Daichi,1995.0,Role-Playing,SNES,Enix Corporation,3.19
Dance Central,2010.0,Misc,X360,MTV Games,3.19
Enter the Matrix,2003.0,Action,PS2,Atari,3.18
Super Mario Maker,2015.0,Platform,WiiU,Nintendo,3.18
Fallout: New Vegas,2010.0,Role-Playing,PS3,Bethesda Softworks,3.17
Rhythm Heaven,2008.0,Misc,DS,Nintendo,3.17
Ace Combat 04: Shattered Skies,2001.0,Simulation,PS2,Sony Computer Entertainment Europe,3.17
Club Penguin: Elite Penguin Force,2008.0,Adventure,DS,Disney Interactive Studios,3.16
Animal Crossing,2001.0,Simulation,GC,Nintendo,3.15
LEGO Batman: The Videogame,2008.0,Action,DS,Warner Bros. Interactive Entertainment,3.15
Sonic Rush,2005.0,Platform,DS,Sega,3.15
Resident Evil 6,2012.0,Shooter,PS3,Capcom,3.15
Halo: The Master Chief Collection,2014.0,Shooter,XOne,Microsoft Game Studios,3.15
FIFA Soccer 08,2007.0,Sports,PS2,Electronic Arts,3.14
Spider-Man,2000.0,Action,PS,Activision,3.13
Need for Speed III: Hot Pursuit,1998.0,Racing,PS,Electronic Arts,3.12
Star Wars Episode I Racer,1999.0,Racing,N64,Nintendo,3.12
Personal Trainer: Cooking,2006.0,Misc,DS,Nintendo,3.12
The Elder Scrolls IV: Oblivion,2007.0,Role-Playing,PS3,Ubisoft,3.12
Dragon Warrior IV,1990.0,Role-Playing,NES,Enix Corporation,3.12
Heavy Rain,2010.0,Adventure,PS3,Sony Computer Entertainment,3.12
Mass Effect 2,2010.0,Role-Playing,X360,Electronic Arts,3.11
FIFA 15,2014.0,Sports,X360,Electronic Arts,3.11
Dragon Ball Z: Budokai,2002.0,Fighting,PS2,Atari,3.09
Madden NFL 2002,2001.0,Sports,PS2,Electronic Arts,3.08
World Class Track Meet,1986.0,Sports,NES,Namco Bandai Games,3.08
Borderlands 2,2012.0,Shooter,X360,Take-Two Interactive,3.07
The Legend of Zelda: A Link Between Worlds,2013.0,Action,3DS,Nintendo,3.07
Donkey Kong,1994.0,Platform,GB,Nintendo,3.07
The Sims: Vacation,2002.0,Simulation,PC,Electronic Arts,3.07
Mass Effect 3,2012.0,Role-Playing,X360,Electronic Arts,3.07
Kung Fu Panda,2008.0,Action,X360,Activision,3.05
Far Cry 3,2012.0,Shooter,X360,Ubisoft,3.04
Epic Mickey,2010.0,Platform,Wii,Disney Interactive Studios,3.04
Saints Row 2,2008.0,Action,X360,THQ,3.03
Rayman,1995.0,Platform,PS,Ubisoft,3.03
Killzone 2,2009.0,Shooter,PS3,Sony Computer Entertainment,3.02
Tom Clancy's Splinter Cell,2002.0,Action,XB,Ubisoft,3.02
Mike Tyson's Punch-Out!!,1987.0,Fighting,NES,Nintendo,3.02
WWE SmackDown! Shut Your Mouth,2002.0,Sports,PS2,THQ,3.02
Gears of War: Ultimate Edition,2015.0,Shooter,XOne,Microsoft Game Studios,3.0
NBA 2K13,2012.0,Sports,X360,Take-Two Interactive,3.0
Dragon Ball Z: Budokai Tenkaichi 3,2007.0,Fighting,PS2,Atari,3.0
Middle-Earth: Shadow of Mordor,2014.0,Action,PS4,Warner Bros. Interactive Entertainment,2.99
Star Fox,1993.0,Shooter,SNES,Nintendo,2.99
The Sims: Livin Large,2000.0,Misc,PC,Electronic Arts,2.99
World Soccer Winning Eleven 6 International,2002.0,Sports,PS2,Konami Digital Entertainment,2.99
Devil May Cry,2001.0,Action,PS2,Capcom,2.99
Animal Crossing: Happy Home Designer,2015.0,Simulation,3DS,Nintendo,2.98
Battlefield: Bad Company 2,2010.0,Shooter,PS3,Electronic Arts,2.97
The Sims 4,2014.0,Simulation,PC,Electronic Arts,2.97
Star Wars: The Old Republic,2011.0,Role-Playing,PC,Electronic Arts,2.97
Sonic Heroes,2003.0,Platform,PS2,Sega,2.96
Kirby Super Star Ultra,2008.0,Platform,DS,Nintendo,2.96
Hitman 2: Silent Assassin,2002.0,Action,PS2,Eidos Interactive,2.96
Street Fighter IV,2009.0,Fighting,X360,Capcom,2.95
Wave Race 64,1996.0,Racing,N64,Nintendo,2.94
SOCOM II: U.S. Navy SEALs,2003.0,Shooter,PS2,Sony Computer Entertainment,2.94
WWE SmackDown! vs. RAW 2006,2005.0,Fighting,PS2,THQ,2.94
inFAMOUS,2009.0,Action,PS3,Sony Computer Entertainment,2.94
Pac-Man Collection,2001.0,Puzzle,GBA,Atari,2.94
Mass Effect,2007.0,Role-Playing,X360,Microsoft Game Studios,2.93
WarioWare: Smooth Moves,2006.0,Puzzle,Wii,Nintendo,2.92
Cooking Mama: Cook Off,2007.0,Simulation,Wii,505 Games,2.91
Super Mario World 2: Yoshi's Island,2002.0,Platform,GBA,Nintendo,2.91
FIFA 14,2013.0,Sports,PS4,Electronic Arts,2.9
Titanfall,2014.0,Shooter,XOne,Electronic Arts,2.9
Sonic Mega Collection Plus,2004.0,Misc,PS2,Sega,2.9
Sega Superstars Tennis,2008.0,Sports,X360,Sega,2.9
World Soccer Winning Eleven 7 International,2003.0,Sports,PS2,Konami Digital Entertainment,2.9
Need for Speed: Most Wanted,2012.0,Racing,PS3,Electronic Arts,2.89
Hot Shots Golf 3,2001.0,Sports,PS2,Sony Computer Entertainment,2.89
Call of Duty: Finest Hour,2004.0,Shooter,PS2,Activision,2.89
Zumba Fitness 2,2011.0,Sports,Wii,Majesco Entertainment,2.88
Syphon Filter,1999.0,Shooter,PS,Sony Computer Entertainment,2.88
Imagine: Babyz,2007.0,Simulation,DS,Ubisoft,2.88
Colin McRae Rally,1998.0,Racing,PS,Codemasters,2.87
Call of Duty: Ghosts,2013.0,Shooter,XOne,Activision,2.86
Madden NFL 13,2012.0,Sports,X360,Electronic Arts,2.86
The Elder Scrolls III: Morrowind,2002.0,Role-Playing,XB,Ubisoft,2.86
Mortal Kombat,2011.0,Fighting,PS3,Warner Bros. Interactive Entertainment,2.85
F-Zero,1990.0,Racing,SNES,Nintendo,2.85
Yoshi's Story,1997.0,Platform,N64,Nintendo,2.85
Command & Conquer: Red Alert,1996.0,Strategy,PC,Virgin Interactive,2.85
Skylanders: Spyro's Adventure,2011.0,Action,Wii,Activision,2.85
FIFA 16,2015.0,Sports,PS3,Electronic Arts,2.85
Assassin's Creed: Brotherhood,2010.0,Action,PS3,Ubisoft,2.84
BioShock,2007.0,Shooter,X360,Take-Two Interactive,2.83
Madden NFL 10,2009.0,Sports,X360,Electronic Arts,2.83
Medal of Honor,2010.0,Shooter,PS3,Electronic Arts,2.83
WWE SmackDown! vs. Raw,2002.0,Fighting,PS2,THQ,2.83
Metroid Prime,2002.0,Shooter,GC,Nintendo,2.82
Finding Nemo,2003.0,Action,GBA,THQ,2.82
Myst,1994.0,Adventure,PC,Red Orb,2.81
Need for Speed: Hot Pursuit,2010.0,Racing,PS3,Electronic Arts,2.81
Imagine: Fashion Designer,2007.0,Simulation,DS,Ubisoft,2.81
WWE SmackDown! Here Comes the Pain,2003.0,Fighting,PS2,THQ,2.8
Star Wars: The Force Unleashed,2008.0,Action,X360,LucasArts,2.8
Yoshi's Island DS,2006.0,Platform,DS,Nintendo,2.8
Hot Shots Golf,1997.0,Sports,PS,Sony Computer Entertainment,2.79
Killzone 3,2011.0,Shooter,PS3,Sony Computer Entertainment,2.79
A Bug's Life,1998.0,Platform,PS,Sony Computer Entertainment,2.79
WWF SmackDown! Just Bring It,2001.0,Fighting,PS2,THQ,2.79
Dragon Quest V: Tenkuu no Hanayome,1992.0,Role-Playing,SNES,Enix Corporation,2.79
Mortal Kombat Trilogy,1996.0,Fighting,PS,GT Interactive,2.79
Battlefield 3,2011.0,Shooter,PC,Electronic Arts,2.79
NBA Street,2001.0,Sports,PS2,Electronic Arts,2.79
Professor Layton and the Last Specter,2009.0,Puzzle,DS,Nintendo,2.79
Monster Hunter Tri,2011.0,Role-Playing,3DS,Nintendo,2.79
Jak II,2003.0,Platform,PS2,Sony Computer Entertainment,2.78
inFAMOUS: Second Son,2014.0,Action,PS4,Sony Computer Entertainment,2.78
Ratchet & Clank: Going Commando,2003.0,Platform,PS2,Sony Computer Entertainment,2.78
Tekken 6,2009.0,Fighting,PS3,Namco Bandai Games,2.78
The Sims,2003.0,Simulation,PS2,Electronic Arts,2.77
Sonic and the Secret Rings,2007.0,Platform,Wii,Sega,2.77
Saints Row: The Third,2011.0,Action,X360,THQ,2.77
Missile Command,1980.0,Shooter,2600,Atari,2.76
Mario Paint,1992.0,Misc,SNES,Nintendo,2.75
Assassin's Creed IV: Black Flag,2013.0,Action,PS4,Ubisoft,2.74
Pokémon Stadium 2,2000.0,Strategy,N64,Nintendo,2.73
Metroid,1986.0,Action,NES,Nintendo,2.73
L.A. Noire,2011.0,Adventure,X360,Take-Two Interactive,2.72
Call of Duty 3,2006.0,Shooter,X360,Activision,2.71
The Legend of Zelda: A Link to the Past,2002.0,Action,GBA,Nintendo,2.7
Onimusha: Warlords,2001.0,Action,PS2,Virgin Interactive,2.7
Mortal Kombat X,2015.0,Fighting,PS4,Warner Bros. Interactive Entertainment,2.7
Mario Party,1998.0,Misc,N64,Nintendo,2.7
Madden NFL 12,2011.0,Sports,X360,Electronic Arts,2.69
LEGO Star Wars II: The Original Trilogy,2006.0,Action,PS2,LucasArts,2.69
Madden NFL 11,2010.0,Sports,X360,Electronic Arts,2.69
Mario vs. Donkey Kong: Mini-Land Mayhem!,2010.0,Puzzle,DS,Nintendo,2.69
Skate 3,2010.0,Sports,X360,Electronic Arts,2.68
Burnout 3: Takedown,2004.0,Racing,PS2,Electronic Arts,2.68
Yokai Watch 2 Shinuchi,2014.0,Role-Playing,3DS,Level 5,2.68
Need for Speed: Shift,2009.0,Racing,PS3,Electronic Arts,2.68
Final Fantasy XIII-2,2011.0,Role-Playing,PS3,Square Enix,2.68
Mortal Kombat,1992.0,Fighting,GEN,Arena Entertainment,2.67
Call Of Duty 2: Big Red One,2005.0,Shooter,PS2,Activision,2.67
Guitar Hero: World Tour,2008.0,Misc,X360,Activision,2.67
Medal of Honor,1998.0,Shooter,PS,Electronic Arts,2.67
Fable,2004.0,Role-Playing,XB,Microsoft Game Studios,2.66
Hannah Montana,2006.0,Action,DS,Disney Interactive Studios,2.65
Tom Clancy's Splinter Cell,2003.0,Action,PS2,Ubisoft,2.65
Skylanders Giants,2012.0,Action,Wii,Activision,2.65
Medal of Honor Heroes,2006.0,Shooter,PSP,Electronic Arts,2.65
Super Mario Bros.: The Lost Levels,1986.0,Platform,NES,Nintendo,2.65
Star Wars: Shadows of the Empire,1996.0,Action,N64,Nintendo,2.65
LEGO Star Wars: The Complete Saga,2007.0,Action,X360,LucasArts,2.64
Midnight Club: Street Racing,2000.0,Racing,PS2,Take-Two Interactive,2.63
Pac-Man: Adventures in Time,2006.0,Fighting,PSP,Sony Computer Entertainment,2.63
Halo Wars,2009.0,Strategy,X360,Microsoft Game Studios,2.63
God of War Collection,2009.0,Action,PS3,Sony Computer Entertainment,2.63
ESPN NFL 2K5,2004.0,Sports,PS2,Sega,2.62
Mario Strikers Charged,2007.0,Sports,Wii,Nintendo,2.62
Medal of Honor,2010.0,Shooter,X360,Electronic Arts,2.62
FIFA Soccer 10,2009.0,Sports,X360,Electronic Arts,2.62
NBA 2K12,2011.0,Sports,X360,Take-Two Interactive,2.62
Style Savvy,2008.0,Simulation,DS,Nintendo,2.61
Harry Potter and the Chamber of Secrets,2002.0,Action,PS2,Electronic Arts,2.61
Super Mario All-Stars: Limited Edition,2010.0,Platform,Wii,Nintendo,2.6
Streets of Rage,1990.0,Action,GEN,Sega,2.6
FIFA Soccer 09,2008.0,Sports,PS3,Electronic Arts,2.59
Ratchet & Clank Future: Tools of Destruction,2007.0,Platform,PS3,Sony Computer Entertainment,2.59
NBA Live 2005,2004.0,Sports,PS2,Electronic Arts,2.59
LittleBigPlanet,2009.0,Platform,PSP,Sony Computer Entertainment,2.58
Killzone: Shadow Fall,2013.0,Shooter,PS4,Sony Computer Entertainment,2.58
Ghostbusters: The Video Game (DS Version),2009.0,Action,X360,Take-Two Interactive,2.58
Monster Hunter Freedom 2,2007.0,Role-Playing,PSP,Capcom,2.58
WWE SmackDown vs. RAW 2007,2006.0,Fighting,PS2,THQ,2.58
Ratchet & Clank: Up Your Arsenal,2004.0,Platform,PS2,Sony Computer Entertainment,2.57
Art Academy,2010.0,Misc,DS,Nintendo,2.57
Dragon Age: Origins,2009.0,Role-Playing,X360,Electronic Arts,2.57
Madden NFL 08,2007.0,Sports,PS2,Electronic Arts,2.57
Sonic Adventure 2 Battle,2001.0,Platform,GC,Sega,2.56
Dragon Warrior II,1987.0,Role-Playing,NES,Enix Corporation,2.56
Madden NFL 13,2012.0,Sports,PS3,Electronic Arts,2.56
Pokémon Colosseum,2003.0,Role-Playing,GC,Nintendo,2.54
Deca Sports,2008.0,Sports,Wii,Konami Digital Entertainment,2.54
Madden NFL 09,2008.0,Sports,X360,Electronic Arts,2.54
Crazy Taxi,2001.0,Racing,PS2,Acclaim Entertainment,2.52
Perfect Dark,2000.0,Action,N64,Nintendo,2.52
Game Party,2007.0,Misc,Wii,Midway Games,2.52
Dragon Warrior,1986.0,Role-Playing,NES,Capcom,2.52
Tomb Raider (2013),2013.0,Action,PS3,Square Enix,2.51
Marvel: Ultimate Alliance,2006.0,Role-Playing,X360,Activision,2.5
PES 2009: Pro Evolution Soccer,2008.0,Sports,PS2,Konami Digital Entertainment,2.5
Mario Party 2,1999.0,Misc,N64,Nintendo,2.5
Saints Row: The Third,2011.0,Action,PS3,THQ,2.49
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2003.0,Action,XB,Take-Two Interactive,2.49
LEGO Harry Potter: Years 1-4,2010.0,Action,Wii,Warner Bros. Interactive Entertainment,2.49
Mortal Kombat: Deadly Alliance,2002.0,Fighting,PS2,Midway Games,2.49
Resistance 2,2008.0,Shooter,PS3,Sony Computer Entertainment,2.48
Pure,2008.0,Racing,X360,Disney Interactive Studios,2.48
Tomb Raider: The Last Revelation,1998.0,Action,PS,Eidos Interactive,2.48
NBA 2K13,2012.0,Sports,PS3,Take-Two Interactive,2.48
NBA 2K14,2013.0,Sports,X360,Take-Two Interactive,2.47
Mario Party 4,2002.0,Misc,GC,Nintendo,2.47
uDraw Studio,2010.0,Misc,Wii,THQ,2.46
Midnight Club: Los Angeles,2008.0,Racing,PS3,Take-Two Interactive,2.45
Final Fantasy V,1992.0,Role-Playing,SNES,SquareSoft,2.45
Final Fantasy Tactics,1997.0,Role-Playing,PS,SquareSoft,2.45
Twisted Metal 2,1996.0,Racing,PS,Sony Computer Entertainment,2.44
Halo: Combat Evolved Anniversary,2011.0,Shooter,X360,Microsoft Game Studios,2.44
Need for Speed Carbon: Own the City,2006.0,Racing,PSP,Electronic Arts,2.44
The Sims: Bustin' Out,2003.0,Simulation,PS2,Electronic Arts,2.43
Riven: The Sequel to Myst,1997.0,Adventure,PC,Red Orb,2.43
Tom Clancy's Rainbow Six: Vegas 2,2008.0,Shooter,X360,Ubisoft,2.42
Sonic Adventure,1998.0,Platform,DC,Sega,2.42
Ice Hockey,1988.0,Sports,NES,Nintendo,2.42
pro evolution soccer 2011,2010.0,Sports,PS3,Konami Digital Entertainment,2.42
Dragon Ball Z: Budokai 2,2003.0,Fighting,PS2,Atari,2.41
ATV Offroad Fury,2001.0,Racing,PS2,Sony Computer Entertainment,2.41
Dino Crisis,1998.0,Action,PS,Capcom,2.41
Minecraft,2014.0,Misc,XOne,Microsoft Game Studios,2.41
Need for Speed: ProStreet,2007.0,Racing,PS2,Electronic Arts,2.41
Madden NFL 16,2015.0,Sports,XOne,Electronic Arts,2.4
Tetris Plus,1996.0,Puzzle,PS,JVC,2.4
Pro Wrestling,1987.0,Fighting,NES,Nintendo,2.4
Theme Hospital,1997.0,Strategy,PC,Electronic Arts,2.4
Need for Speed (2015),2015.0,Racing,PS4,Electronic Arts,2.39
Zumba Fitness,2010.0,Sports,X360,505 Games,2.39
Monopoly,1994.0,Misc,PC,Hasbro Interactive,2.39
Batman: Arkham Origins,2013.0,Action,PS3,Warner Bros. Interactive Entertainment,2.39
Dead Island,2011.0,Action,X360,Deep Silver,2.39
Guitar Hero,2005.0,Misc,PS2,RedOctane,2.38
LEGO Star Wars: The Complete Saga,2007.0,Action,PS3,LucasArts,2.38
Kinect: Disneyland Adventures,2011.0,Misc,X360,Microsoft Game Studios,2.38
WCW/nWo Revenge,1998.0,Fighting,N64,THQ,2.38
Bloodborne,2015.0,Action,PS4,Sony Computer Entertainment,2.38
NBA 2K15,2014.0,Sports,PS4,Take-Two Interactive,2.38
Madden NFL 11,2010.0,Sports,PS3,Electronic Arts,2.38
Yu-Gi-Oh! The Duelists of the Roses,2001.0,Misc,PS2,Konami Digital Entertainment,2.38
Madden NFL 08,2007.0,Sports,X360,Electronic Arts,2.37
Half-Life 2,2004.0,Shooter,PC,Vivendi Games,2.37
The Incredibles,2004.0,Action,PS2,THQ,2.37
Tony Hawk's Underground 2,2004.0,Sports,PS2,Activision,2.37
Madden NFL 10,2009.0,Sports,PS3,Electronic Arts,2.37
Kinect Sports: Season Two,2011.0,Sports,X360,Microsoft Game Studios,2.36
Kirby's Dream Land 2,1995.0,Platform,GB,Nintendo,2.36
LEGO Harry Potter: Years 1-4,2010.0,Action,DS,Warner Bros. Interactive Entertainment,2.35
Donkey Kong Land II,1996.0,Platform,GB,Nintendo,2.35
Dragon Warrior Monsters,1998.0,Role-Playing,GB,Eidos Interactive,2.35
Midnight Club: Los Angeles,2008.0,Racing,X360,Take-Two Interactive,2.35
Skylanders SWAP Force,2013.0,Platform,Wii,Activision,2.34
WWE SmackDown vs Raw 2008,2007.0,Fighting,PS2,THQ,2.34
My Fitness Coach,2008.0,Sports,Wii,Ubisoft,2.34
Resident Evil - Code: Veronica X,2001.0,Action,PS2,Capcom,2.34
The Sims 3,2010.0,Simulation,X360,Electronic Arts,2.33
The Legend of Zelda: Majora's Mask 3D,2015.0,Action,3DS,Nintendo,2.32
NBA 2K16,2015.0,Sports,XOne,Take-Two Interactive,2.32
Just Dance Kids,2010.0,Misc,Wii,Ubisoft,2.32
Mario Tennis,2000.0,Sports,N64,Nintendo,2.32
Grand Theft Auto,1997.0,Action,PS,Take-Two Interactive,2.32
James Bond 007: Everything or Nothing,2004.0,Shooter,PS2,Electronic Arts,2.31
WarioWare Touched!,2004.0,Puzzle,DS,Nintendo,2.31
Need For Speed: High Stakes,1999.0,Racing,PS,Electronic Arts,2.31
Chrono Trigger,1995.0,Role-Playing,SNES,SquareSoft,2.31
Cool Boarders 3,1998.0,Sports,PS,989 Studios,2.31
LEGO Marvel Super Heroes,2013.0,Action,X360,Warner Bros. Interactive Entertainment,2.3
Guild Wars 2,2012.0,Action,PC,NCSoft,2.3
Pokemon Ranger: Shadows of Almia,2008.0,Role-Playing,DS,Nintendo,2.3
Dead Island,2011.0,Action,PS3,Deep Silver,2.29
Tomb Raider II,1997.0,Action,PC,Eidos Interactive,2.29
God of War: Ascension,2013.0,Action,PS3,Sony Computer Entertainment,2.29
Need for Speed Underground 2,2004.0,Racing,XB,Electronic Arts,2.28
Pro Evolution Soccer 2010,2009.0,Sports,PS3,Konami Digital Entertainment,2.28
Just Dance 2015,2014.0,Misc,Wii,Ubisoft,2.28
Yokai Watch Busters,2015.0,Action,3DS,Level 5,2.28
Mario Bros.,1983.0,Platform,NES,Nintendo,2.28
FIFA Soccer 09,2008.0,Sports,PS2,Electronic Arts,2.28
Star Wars: The Force Unleashed,2008.0,Action,PS3,LucasArts,2.28
Borderlands 2,2012.0,Shooter,PS3,Take-Two Interactive,2.28
TOCA Touring Car Championship,1997.0,Racing,PS,Codemasters,2.28
Paper Mario: Sticker Star,2012.0,Role-Playing,3DS,Nintendo,2.27
Sonic's Ultimate Genesis Collection,2009.0,Misc,PS3,Sega,2.27
Super Monkey Ball: Banana Blitz,2006.0,Misc,Wii,Sega,2.27
Kirby: Nightmare in Dream Land,2002.0,Platform,GBA,Nintendo,2.27
Wario Land 4,2001.0,Platform,GBA,Nintendo,2.26
Guitar Hero III: Legends of Rock,2007.0,Misc,PS3,Activision,2.26
Resident Evil 4,2007.0,Action,Wii,Capcom,2.26
Minecraft,2014.0,Misc,PSV,Sony Computer Entertainment Europe,2.25
Onimusha 2: Samurai's Destiny,2002.0,Adventure,PS2,Capcom,2.25
Cool Boarders 2,1997.0,Sports,PS,UEP Systems,2.25
Paper Mario: The Thousand-Year Door,2004.0,Role-Playing,GC,Nintendo,2.25
Madden NFL 12,2011.0,Sports,PS3,Electronic Arts,2.25
Monster Hunter Tri,2009.0,Role-Playing,Wii,Nintendo,2.25
Dissidia: Final Fantasy,2008.0,Fighting,PSP,Square Enix,2.25
Sonic Advance,2001.0,Platform,GBA,Sega,2.24
Spyro: Season of Ice,2001.0,Platform,GBA,Vivendi Games,2.23
Teenage Mutant Ninja Turtles II: The Arcade Game,1990.0,Action,NES,Konami Digital Entertainment,2.23
LEGO Indiana Jones: The Original Adventures,2008.0,Action,DS,Activision,2.23
Dance Dance Revolution X2,2009.0,Simulation,PS2,Konami Digital Entertainment,2.23
New Super Luigi U,2013.0,Platform,WiiU,Nintendo,2.22
Prince of Persia: The Sands of Time,2003.0,Action,PS2,Ubisoft,2.22
Scribblenauts,2009.0,Puzzle,DS,Warner Bros. Interactive Entertainment,2.22
The Legend of Zelda: Link's Awakening DX,1998.0,Adventure,GB,Nintendo,2.22
Need for Speed: Hot Pursuit,2010.0,Racing,X360,Electronic Arts,2.22
BioShock 2,2010.0,Shooter,X360,Take-Two Interactive,2.21
Assassin's Creed IV: Black Flag,2013.0,Action,XOne,Ubisoft,2.21
Devil May Cry 3: Dante's Awakening Special Edition,2006.0,Action,PS2,Capcom,2.21
Rock Band 2,2008.0,Misc,X360,Electronic Arts,2.2
Frogger,1981.0,Action,2600,Parker Bros.,2.2
Guitar Hero II,2007.0,Misc,X360,Activision,2.2
Wario Land 3,2000.0,Platform,GB,Nintendo,2.2
Pro Yakyuu Family Stadium,1986.0,Sports,NES,Namco Bandai Games,2.2
Sonic Unleashed,2008.0,Platform,Wii,Sega,2.2
High School Musical: Makin' the Cut!,2007.0,Puzzle,DS,Disney Interactive Studios,2.2
Pro Evolution Soccer 2012,2011.0,Action,PS3,Konami Digital Entertainment,2.19
Saints Row,2006.0,Action,X360,THQ,2.19
Star Wars: Knights of the Old Republic,2003.0,Role-Playing,XB,Activision,2.19
Kirby's Pinball Land,1992.0,Misc,GB,Nintendo,2.19
Donkey Kong Country,2000.0,Platform,GB,Nintendo,2.19
Hitman: Absolution,2012.0,Action,PS3,Square Enix,2.19
Yu-Gi-Oh: Duel Monsters 4,2000.0,Role-Playing,GB,Konami Digital Entertainment,2.18
ATV Offroad Fury 2,2002.0,Racing,PS2,THQ,2.18
Forza Motorsport 5,2013.0,Racing,XOne,Microsoft Game Studios,2.18
Madden NFL 25,2013.0,Sports,X360,Electronic Arts,2.18
Pokemon Ranger,2006.0,Role-Playing,DS,Nintendo,2.18
Mario & Luigi: Superstar Saga,2003.0,Role-Playing,GBA,Nintendo,2.17
